ID,num_models,question
836,1,What is the proportion of goals scored by directly kicking the ball into the net out of all valid goals? (Excluding replays.)
839,1,"Red, yellow, and light blue jerseys all appear. Which color jersey appears most frequently in the video?"
841,1,How many different performances did the woman in the white and blue costume give using the red table?
844,1,How many times did the man wearing a camouflage top raise both legs straight up at the same time?
853,1,How many times in total did the men in the red top and the off-white top hit the ball with their rackets in the video? Who won the point when the ball finally landed?
854,1,The number of bowls held by the woman in the black and purple performance costume varies. What is the maximum number of bowls she holds with both hands?
856,1,"In the video, what is the sum of the number of times the curved metal device was held in the mouth by the man in camouflage and the number of times it was held in the mouth by the child in camouflage?"
865,1,How many times did the board tilt to the woman's right while the woman in blue and white was performing on the white board?
866,1,How many times in total did the man in camouflage clothing hold a legs-together position while completing the handstand?
868,1,How many times in the video did the woman in the red dress appear with her feet dangling?
870,1,"How many times did the man with yellow hair, wearing a red performance costume, throw the bowl from his hand to be caught by the woman performing a unicycle act?"
871,1,"In the video, how many poses by the performers in camouflage last for 2 seconds or more?"
873,1,How many times did the woman in the purple top spray?
874,1,"In the video, how many times in total do player #8 and player #11, both in white jerseys, high-five?"
879,1,How many people climbed the black pole?
880,1,How many people spread their arms?
883,1,How many different climbing methods did the person on the steel pole use?
884,1,How many different poses did the two people in blue and white clothing change into in total after being suspended?
885,1,How many times in total did the man wearing the lion dance costume squat on the tightrope?
890,1,How many people appeared in the video in total?
892,1,How many times does the prop of the performer in the silver costume rotate during the performance? (Round the result up to the nearest whole number.)
894,1,"In the video, how many different actions did the man wearing a red hat perform while holding the white spray gun?"
895,1,How many times in total were seasonings and ingredients added to the pan in the video?
899,1,How many times did the little girl in the video open the door?
913,1,How many enemy heroes did the blue team kill in total in the video clip?
916,1,How many kills in total occurred in the final game screen? (A player killed again after respawning counts as two kills.)
917,1,"In the video, how many times does the shuttlecock hit the ground?"
918,1,"In the video, how many times in total did the woman in the red top and black shorts hit the shuttlecock during the second rally of the badminton match? (The serve is counted as a hit, and a rally is from the serve until the shuttlecock lands.)"
919,1,How many times did the blue arrow-shaped ranged skill appear in the video?
927,1,"In the video, how many actions did the person in the pink plaid top perform before holding the banknote?"
930,1,"Specifically, how many different ways were the noodles processed during the cooking process in this video?"
931,1,"In the video, how many times in total was the pink towel scrubbed in the basin and the sink?"
938,1,How many types of food are put into the rice cooker in the video?
944,1,How many pieces of tableware with different shapes and colors are there in the video?
945,1,How many times does the video show liquid and powder being added to the bowl?
946,1,"How many times in total was the ""sweeping"" action performed with the broom covered by a red plastic bag in the video?"
949,1,How many different types of headwear appeared in the video?
950,1,What is the difference between the number of men who appear indoors in the video and the number of umbrellas held by women?
953,1,"In the video, what is the difference in the number of pink ring-shaped devices on the man's initial hang glider design compared to the one actually used outdoors?"
957,1,How many different kinds of earrings appeared in the video?
959,1,"The number of lit lanterns in the video, plus the number of lanterns the woman in red throws onto the snow, what is the total number?"
974,1,How many times does a plane appear in the video?
988,1,"Based on the changes in the characters' clothing in the video, how many different military uniform colors appeared from the appearance of the soldier image in the early days of the founding of the People's Republic to the display of the individual business license?"
991,1,How many different people with smiles on their faces appeared in total throughout the video?
997,1,"The video shows a woman and a man appearing in different scenes. In their respective scenes, how many shots are there of a character looking at the scenery outside the window?"
999,1,"Based on the video, in the scenes showing different segments of the protagonist's career, how many times is the protagonist seen using a mobile phone? (Excluding close-ups of the phone screen.)"
1009,1,"According to the video, how many times does the environment change in the scenes depicting the soldiers?"
1012,1,"Based on the sports shown in the video, if we only count the fully showcased individual events (excluding team events), how many individual sports are there in total?"
1019,1,"Based on the video, how many different people appeared on screen after the scene switched to the interrogation room?"
1022,1,"Based on the scenes that appear in the video, which of the following statements about the number of scenes is correct?"
1025,1,"Watch the video. From the start of construction on the wooden structure to the final topping out of the tower, how many scenes are there of painting on the wooden boards?"
1027,1,"The video shows a clip of an actor getting a job offer after passing an audition. From the moment the actor is notified they passed the audition to when they finally get the script on set, how many times does a coffee cup appear?"
1028,1,"In the video, for how many aspects in total did the head of the Zhengzhou Culture and Tourism Bureau apologize to Handan?"
1033,1,"Based on the workers' attire and work settings in the video, how many different work locations can be inferred at a minimum?"
1036,1,"In the video, how many times do scenes of the Guqin being played appear, and what is the color of the performer's attire each time?"
1041,1,"In the video, from the start of the bamboo weaving to the end of the meeting with the team in formal wear in the conference room, how many hand close-up shots (showing only hand movements, not the full person) appeared?"
1043,1,What is the difference between the light thresholds of the two lamps adjusted in the video clip?
1049,1,How many cats appeared in the video?
1051,1,How many more times did the woman in the video do the second movement than the first?
1056,1,How many times did the woman in the video turn?
1059,1,How many packages are in the big cardboard box in the video?
1069,1,"What is the ticket price in the video equivalent to in RMB, calculated at the exchange rate of 16:10 on June 3, 2025?"
1070,1,How many coffins containing mummies are shown in the video in total?
1071,1,How many times did the dancers in green change formation in the video?
1073,1,How many goals are there in the video?
1074,1,How many cups do the performance props in the video consist of?
1078,1,How many men are present at the competition in the video?
1082,1,How many years passed between the maiden flight and the end of production for the aircraft in the video? How many years passed from obtaining the airworthiness certificate to the end of production?
1083,1,How many leisure and entertainment activities appear in the video?
1091,1,How many cats are outdoors in the video?
1092,1,How many toy car boxes appear in the video?
1094,1,How many chemical terms are in the video?
1107,1,"In the video clip, how many more people are wearing red than purple?"
1108,1,How many clubs appear in the video in total?
1111,1,What is the approximate difference in latitude between the source and the end point of the river introduced in the video?
1112,1,How many different looks appear in the video?
1114,1,How many times do buildings named after poems appear in this video?
1116,1,How many ingredients in total make up this man's breakfast and lunch in the video clip?
1117,1,What is the difference in quantity between the flags shown individually and the national flags presented collectively in the video?
1123,1,What is the sequence of the color changes of the prop in the woman's hand in the video?
1125,1,How many swimming rings did the vlogger throw into the basin in the video?
1132,1,How many small tips did the author demonstrate in the video?
1135,1,How many movements did the man in the video demonstrate? How many of them target the upper limbs?
1140,1,How many times does the masked character appear in the video?
1141,1,How many types of natural disasters are shown in the video clip?
1142,1,How many main promotion markets for export porcelain are there in the video clip?
1143,1,How many people appeared in the video clip?
1148,1,How many types of boards were used in the video?
1151,1,How many boxes of dolls were collected in total in the video?
1152,1,How much greater is the tensile test result in the video than the standard result?
1157,1,How many materials did the two people in the video take out of the building in total?
1158,1,How many times in total was the paper shown in the video folded?
1159,1,How many species of birds appeared in this video clip?
1163,1,How many propellers in total does the aircraft introduced in the video have?
1165,1,How many rockets are in the last picture of the video?
1171,1,How many times do the male and female leads almost kiss in the video?
1173,1,"On the runway introduced in the video, how many fewer lights are on one side of the runway compared to the number of runway centerline lights?"
1177,1,How many power lines are in the sky after the teal and orange scenes in the video?
1185,1,How many minutes are there between the time shown in the video and the plane's takeoff time?
1192,1,"According to the calculation method in the video, which dynasty was China in at 12:00 PM?"
1199,1,How many times was the air purifier pushed in the video?
1200,1,How many hangers are in the video?
1201,1,"How many characters are there in total on the phone screen in the video, and how many are there when it's zoomed in all the way?"
1214,1,How many black flags are there in the video clip?
1221,1,How many animals are in the background of Little Red Riding Hood in the video?
1224,1,How many monitors are in the office in the video?
1225,1,"In the video, how many balls are placed in each team's area?"
1232,1,How many characters long is the password being cracked in the video? How many of them are English characters?
1233,1,How many items were taken out of the cabinet in the video in total? How many of them were pens?
1234,1,What year was the plane in the video produced?
1237,1,"According to the video, how many minutes faster is it to cook rice in a stockpot compared to a rice cooker?"
1245,1,How many times did the people in the video clink glasses in total?
1246,1,How many times in total was the doll pressed in the video?
1247,1,How many people appear in the video?
1252,1,"According to the video, what is the estimated body weight in kilograms of the person used as an example?"
1253,1,What is the approximate speed of the proton beam mentioned in the video?
1255,1,How many times was trash thrown into the trash can in the video?
1275,1,How many circles did the pencil draw on the paper in the video?
1278,1,"In the Nordic travel tutorial video, by what percentage is the course more than the exclusive session?"
1279,1,How many calligraphy copybooks are in the video? And how many of them are by the same person?
1282,1,"In the video, how many times in total did the Band-Aid appear as a little trick?"
1284,1,How many types of footwork are shown in the video?
1285,1,How many fewer types of karst landforms classified by exposure conditions are there in the video compared to those classified by climate zones?
1291,1,How many creases are there in total on the item made in the video?
1293,1,How many scenic spots featuring mainly natural landscapes are shown in the specified video clip?
1294,1,How many complete dumbbell lifts did the man in the video perform while lying down?
1295,1,How many times does the basketball hit the ground in the video?
1305,1,How many books were flipped through in the video?
1306,1,How many gray-green doors appeared in total in this video?
1309,1,How many meetings are mentioned in total in the video?
1313,1,How many children in the video are holding spherical objects?
1314,1,How many items are stored in the outermost compartment of the backpack in the video?
1315,1,How many types of paper towel holders were made from clothes hangers in the video?
1316,1,"How many times is the word ""X-Knob"" mentioned in the video?"
1317,1,"According to the video, how many more grams of meat can a British soldier eat per day than a British civilian?"
1318,1,How many outfits should be shown in the video?
1321,1,How many bed sheets are there in the video?
1330,1,What is the annual interest rate of the silver borrowed by Scholar Dou in the video?
1333,1,"How many tasks are mentioned in the video? Of those, how many is the video creator responsible for?"
1341,1,"Among the people appearing in the video, how many adults and how many children are there respectively?"
1353,1,How many kinds of vegetables does the person in the video show?
1360,1,How many paper cups were knocked down in total in the video?
1363,1,How many leaves did the woman in the video cut off in total?
1364,1,How many of our country's satellites were shown in the video in total?
1370,1,"How many times does the word ""Xianglong"" appear in the video?"
1373,1,"Excluding their own seat, how many seats to the left did the first-person filmer pass?"
1374,1,How many different shapes of hats or conical hats appear in the video?
1375,1,Calculate the domestic time based on the time displayed in the first frame of the video.
1376,1,How many backflips did the person in the video do?
1380,1,How many times in total did the man and woman in the video throw beanbags at each other?
1381,1,How many straps are on the person's clothes in the video?
1386,1,What is the approximate percentage of Class I nationally protected wild animals among the nationally key protected vertebrates found in the province shown in the video?
1391,1,How many people in total walked onto the stage in the video? And how many of them were wearing white jackets?
1393,1,"In the video, the camera pans across the audience seats. How many people are wearing hats?"
1395,1,"The video mentions that after many years of the War of Resistance, a number of outstanding military commanders emerged in the Chinese army. How many are mentioned in the video?"
1396,1,"How many wooden slats make up the bed frame lengthwise, as shown in the video?"
1398,1,How many times was the page turned in the video?
1400,1,How many people operating machines with their bare hands appear in the video?
1405,1,How many people in the video are wearing clothing with red elements?
1407,1,How many years has the book in the video been published as of 2025?
1413,1,How many photos of women were shown in the video in total?
1419,1,How many types of competitions were introduced in the video in total?
1426,1,"How many straight lines did the person in the video draw in total? Of those, how many were not intersected by the circle in the middle?"
1431,1,How many animals appeared in the video?
1433,1,How many currency exchange rates are shown on the display screen behind the woman in the video? Which currency has the highest rate?
1438,1,How many pairs of socks were taken out of the drawer in the video?
1439,1,How many math questions did the reporter answer during the ab roller training?
1440,1,How many artworks are shown in the video in total?
1445,1,"When the two main individuals responsible for the accident, Tinsley and Mikan, died, how many years had passed since the accident, respectively?"
1446,1,Approximately how much RMB did the man in the video spend on a ticket to Otaru?
1453,1,How many beautiful scenes are shown in the video?
1455,1,How many times in total did the child in the video dock?
1460,1,How many animal species appeared in total on Deception Island in Antarctica in the video?
1464,1,How many times did the group closest to the camera exchange the tossed props?
1465,1,I saw the author's fixed deposit certificate in the video. How much money can be retrieved when the deposit matures?
1467,1,How many types of natural materials did the girl use to build the shelter in the video?
1472,1,How many letters are on the frame in the video?
1474,1,"In the video, what is the approximate per capita land area of Ningxia in tens of thousands of square kilometers?"
1476,1,"In the video, by the end of the year mentioned by the author, was the percentage of China's land area covered by the preliminarily designated ecological protection red lines greater or smaller than that covered by natural protected areas with national parks as their mainstay? What was the difference?"
1480,1,How many one-legged hops did the boy in the video do in total?
1484,1,How many different types of fans did the female host use in the video?
1490,1,How many people in total are dancing on the stage in the video?
1492,1,How many shots did player number 51 make in the video?
1496,1,"In the video, how many items in total are placed on the transparent, wave-shaped object?"
1503,1,"In the video, how many black, disc-shaped objects in total were inserted into the tree?"
1505,1,"In the video, how many times did the elderly person in the purple patterned clothes put food into the pot?"
1506,1,"In the video, how many sweet potatoes did the elderly person in purple patterned clothes put into the white bucket?"
1507,1,How many women are shown preparing food indoors in the video?
1508,1,How many different animals appear in this video? (Repeated appearances are counted only once.)
1509,1,How many kinds of animals that are not deer appeared in the video?
1510,1,How many hunting attempts did the crocodile make in the water? (Count each time the shot changes.)
1511,1,How many different animals appeared in this video? (Repeated appearances are only counted once.)
1517,1,"In the video, how many red rectangular objects did the elderly person in the red vest receive in total? And how many red rectangular objects did they give away?"
1518,1,How many times are ingredients and seasonings added to the hot pan in the video?
1522,1,How many different ancient-style buildings appear in the video?
1524,1,How many times did the man in white kowtow in the video?
1528,1,"In the video, how many people appeared four times?"
1530,1,How many kinds of flowers appeared in the video?
1535,1,How many children are in the video? How many of them are wearing white tops?
