model,direction,ID,Question_EN,gt,cot,nocot,LLM_Level_Final,meta_counting_type,meta_domain_v2,meta_scene_consistency,meta_shot_transition_count,meta_content_style
InternVL3-8B,gain,1292,How many English words for items were introduced in the video in total?,C,C,D,2,event,real-world,edited_with_cuts,3.0,recorded_course_or_ppt
InternVL3-8B,gain,1295,How many times does the basketball hit the ground in the video?,C,C,D,1,action,real-world,edited_with_cuts,3.0,recorded_course_or_ppt
InternVL3-8B,gain,1299,Approximately how much would it cost in RMB to purchase the headphones in the video? (Exchange rate: 1 USD ≈ 7.1859 RMB),B,B,A,3,event,instructional-media,edited_with_cuts,1.0,other
InternVL3-8B,gain,1301,How many successful shots are shown in the video footage?,D,D,A,2,event,real-world,edited_with_cuts,8.0,other
InternVL3-8B,gain,1309,How many meetings are mentioned in total in the video?,B,B,A,3,event,instructional-media,edited_with_cuts,9.0,other
InternVL3-8B,gain,1312,How many balls are on the ground in the video?,C,C,D,1,object,real-world,edited_with_cuts,8.0,other
InternVL3-8B,gain,1317,"According to the video, how many more grams of meat can a British soldier eat per day than a British civilian?",A,A,D,3,event,instructional-media,edited_with_cuts,5.0,other
InternVL3-8B,gain,1325,What were the main aspects that the author intelligently modified?,B,B,A,2,event,instructional-media,edited_with_cuts,8.0,other
InternVL3-8B,gain,1329,How many different folk cultures from different places appeared in the video?,C,C,B,2,event,instructional-media,edited_with_cuts,18.0,other
InternVL3-8B,gain,1337,How many types of food are shown in the video?,D,D,A,2,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-8B,gain,1340,How many people appear in the video? How many of them are wearing hats?,B,B,A,2,object,instructional-media,continuous_shot,0.0,other
InternVL3-8B,gain,1342,What was the province's share of the projects built with Soviet aid?,A,A,B,3,event,instructional-media,edited_with_cuts,2.0,other
InternVL3-8B,gain,1349,How many flags are on the back of the person in the video?,B,B,D,1,object,real-world,continuous_shot,0.0,other
InternVL3-8B,gain,1354,What is the difference in the number of rings on the woman's left and right hands in the video?,D,D,B,3,object,instructional-media,edited_with_cuts,6.0,other
InternVL3-8B,gain,1358,How many squats did the lady in the video do?,C,C,A,1,action,real-world,continuous_shot,0.0,other
InternVL3-8B,gain,1365,How many more people were there at the end of the video than at the beginning?,B,B,D,3,object,real-world,continuous_shot,0.0,other
InternVL3-8B,gain,1366,How many people are in the video?,D,D,A,1,object,real-world,continuous_shot,0.0,other
InternVL3-8B,gain,1380,How many times in total did the man and woman in the video throw beanbags at each other?,C,C,A,3,action,real-world,edited_with_cuts,2.0,other
InternVL3-8B,gain,1390,How much did the dining table setup in the video cost?,C,C,A,3,object,instructional-media,edited_with_cuts,5.0,other
InternVL3-8B,gain,1392,How many times did the small red flag appear in the video?,C,C,A,2,object,real-world,edited_with_cuts,15.0,other
InternVL3-8B,gain,1401,"After the historical turning point mentioned in the video, how was the average land area required for each person's life improved?",B,B,A,3,event,instructional-media,edited_with_cuts,3.0,other
InternVL3-8B,gain,1415,"In the workshop shown in the video, how many products have prices? Of those, how many are over 50 yuan?",C,C,A,3,object,real-world,edited_with_cuts,1.0,other
InternVL3-8B,gain,1419,How many types of competitions were introduced in the video in total?,C,C,D,2,event,instructional-media,edited_with_cuts,16.0,other
InternVL3-8B,gain,1421,Did the video show the prices of multiple hotels? How many are less than 100?,B,B,A,3,object,instructional-media,edited_with_cuts,1.0,other
InternVL3-8B,gain,1428,How many manual operations occurred in the video?,A,A,D,2,action,instructional-media,edited_with_cuts,19.0,other
InternVL3-8B,gain,1442,How many types of animals appear in the video?,C,C,A,2,object,instructional-media,edited_with_cuts,20.0,other
InternVL3-8B,gain,1448,How many materials in total were used to make the bubble solution in the video?,C,C,A,2,object,instructional-media,edited_with_cuts,11.0,other
InternVL3-8B,gain,1449,How many kinds of agricultural products from Jianli are introduced in the video?,D,D,B,2,object,instructional-media,edited_with_cuts,15.0,other
InternVL3-8B,gain,1452,How many gift boxes and shipping boxes were unboxed in total in the video?,B,B,D,3,object,real-world,edited_with_cuts,24.0,other
InternVL3-8B,gain,1457,How many sculptures are there in the video?,B,B,A,1,object,instructional-media,edited_with_cuts,5.0,other
InternVL3-8B,gain,1459,"In the video, how much higher is the efficiency of Xiaoying's AI anti-fraud interception compared to the operational efficiency boosted by Lexin's AI technology?",C,C,B,3,event,instructional-media,edited_with_cuts,6.0,other
InternVL3-8B,gain,1461,How many home brands appeared in the video?,B,B,D,2,event,instructional-media,edited_with_cuts,5.0,other
InternVL3-8B,gain,1470,How many times did the woman in the video tap the card in her hand with her finger?,B,B,D,2,action,real-world,edited_with_cuts,26.0,other
InternVL3-8B,gain,1473,How many book titles did the author introduce in the video?,A,A,B,2,object,real-world,continuous_shot,0.0,other
InternVL3-8B,gain,1474,"In the video, what is the approximate per capita land area of Ningxia in tens of thousands of square kilometers?",C,C,A,3,event,real-world,continuous_shot,0.0,other
InternVL3-8B,gain,1490,How many people in total are dancing on the stage in the video?,B,B,D,2,object,real-world,edited_with_cuts,13.0,other
InternVL3-8B,gain,1493,How many outfits are shown in the video?,A,A,B,2,object,real-world,edited_with_cuts,5.0,other
InternVL3-8B,gain,1499,How many items of clothing are shown in the video? (excluding hats),B,B,D,3,object,real-world,edited_with_cuts,5.0,other
InternVL3-8B,gain,1502,"How many places in the video were wiped with the white cloth strip? (In the same scene, different locations are all counted towards the total.)",D,D,A,2,event,real-world,edited_with_cuts,4.0,other
InternVL3-8B,gain,1521,"The number of times the woman wearing a wedding dress at the beginning of the video wears a wedding veil throughout the entire video, divided by the number of men wearing suits, is closest to which of the following values?",C,C,A,3,object,real-world,edited_with_cuts,8.0,other
InternVL3-8B,gain,1523,How many times does the scene of pressing the dough with a cleaver appear in the video? (Including camera cuts.),A,A,D,2,event,real-world,edited_with_cuts,7.0,other
InternVL3-8B,gain,1532,How many animal species are shown in the video?,B,B,A,2,object,real-world,edited_with_cuts,5.0,other
InternVL3-8B,gain,639,How many times does the frog bite off the snail's antennae in the video?,C,C,D,1,action,real-world,edited_with_cuts,7.0,other
InternVL3-8B,gain,934,"In the video, how many times is the transparent container with yellow liquid picked up?",B,B,D,2,action,instructional-media,continuous_shot,0.0,other
InternVL3_5-8B,gain,258,How many people appeared in the video?,A,A,C,2,object,real-world,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,1468,"In the video, there are small house models of various colors on the table. What is the probability of randomly picking a blue house model?",A,A,C,3,object,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,471,How many times in total did the chicken feet appear in the white transparent liquid in the video? (Count reappearances after scene changes.),A,A,C,2,object,real-world,edited_with_cuts,7.0,other
InternVL3_5-8B,gain,1393,"In the video, the camera pans across the audience seats. How many people are wearing hats?",A,A,C,1,object,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,340,How many players in total can be clearly seen falling to the ground? (Repeated appearances are counted.),A,A,C,1,event,real-world,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,1047,"Disregarding repeated appearances, how many children are in the video?",A,A,D,2,object,real-world,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,1221,How many animals are in the background of Little Red Riding Hood in the video?,A,A,B,2,object,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,1493,How many outfits are shown in the video?,A,A,C,2,object,real-world,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,920,How many times in total were heroes on the blue side killed in the video?,A,A,B,2,event,virtual-world,edited_with_cuts,1.0,game_livestream
InternVL3_5-8B,gain,770,How many times in total did the action of cutting ingredients with a knife occur?,A,A,B,2,action,real-world,edited_with_cuts,23.0,other
InternVL3_5-8B,gain,802,How many times does the river appear? (Scene changes are included in the count.),A,A,B,2,event,real-world,edited_with_cuts,7.0,other
InternVL3_5-8B,gain,918,"In the video, how many times in total did the woman in the red top and black shorts hit the shuttlecock during the second rally of the badminton match? (The serve is counted as a hit, and a rally is from the serve until the shuttlecock lands.)",A,A,C,2,action,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,409,"In the video, how many times in total did the woman in the white top put green plants into the red basket?",A,A,C,2,action,real-world,edited_with_cuts,18.0,other
InternVL3_5-8B,gain,271,How many yellow chairs are in the video?,A,A,B,1,object,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,7,How many birds appear in the video?,A,A,B,1,object,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,12,How many cardboard boxes are used in the video?,A,A,D,1,object,instructional-media,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,20,How many days apart were the two air crashes mentioned in the video?,A,A,C,3,event,instructional-media,edited_with_cuts,5.0,recorded_course_or_ppt
InternVL3_5-8B,gain,68,How many character posters appear in the video?,A,A,C,1,object,real-world,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,85,How much cheaper is the combo ticket compared to a regular ticket for visiting the entire park featured in this video?,A,A,B,3,event,instructional-media,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,95,"In the video, how many more earthquakes did the dynasty with the most earthquakes have than the dynasty with the second most?",A,A,C,3,event,instructional-media,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,98,How many real historical figures who passed the imperial examination are mentioned in the video?,A,A,B,2,object,instructional-media,edited_with_cuts,16.0,other
InternVL3_5-8B,gain,102,How many production steps does the intangible cultural heritage in the video have?,A,A,C,2,event,instructional-media,edited_with_cuts,9.0,other
InternVL3_5-8B,gain,112,How many books are shown in the video clip?,A,A,C,1,object,instructional-media,edited_with_cuts,29.0,other
InternVL3_5-8B,gain,115,How many liuli-making techniques are introduced in the video?,A,A,B,2,event,instructional-media,edited_with_cuts,9.0,other
InternVL3_5-8B,gain,116,What was the difference in age at death between the emperor mentioned in the video and his own mother?,A,A,C,3,event,instructional-media,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,135,How many years are there between the year the person mentioned in this video clip founded the company and the year that company built the world's first electric car using a lithium battery?,A,A,C,3,event,real-world,edited_with_cuts,26.0,other
InternVL3_5-8B,gain,180,How many cats are in the video clip?,A,A,B,1,object,real-world,edited_with_cuts,10.0,other
InternVL3_5-8B,gain,208,How many dishes appeared in the video in total?,A,A,C,1,object,real-world,edited_with_cuts,6.0,other
InternVL3_5-8B,gain,226,How many colorways of this shoe are shown in the video?,A,A,C,2,object,real-world,edited_with_cuts,6.0,recorded_course_or_ppt
InternVL3_5-8B,gain,233,How many kinds of fruit did the man in the video put on his plate?,A,A,C,2,object,real-world,edited_with_cuts,0.0,other
InternVL3_5-8B,gain,234,What is the price difference in US dollars between the most expensive and cheapest items the girl is wearing in this video clip?,A,A,C,3,object,real-world,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,239,How many cats are in the video?,A,A,C,1,object,real-world,edited_with_cuts,10.0,other
InternVL3_5-8B,gain,280,What is the date of birth on the old lady's ID card in the video?,A,A,D,1,object,instructional-media,edited_with_cuts,40.0,other
InternVL3_5-8B,gain,318,"In the video, how many players in white jerseys did the man in the black short-sleeved shirt interfere with during their practice?",A,A,C,2,object,real-world,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,435,What percentage of the total shots were taken by the player in the blue #11 jersey? (Including replays),A,A,C,3,event,real-world,edited_with_cuts,10.0,other
InternVL3_5-8B,gain,437,Which kitchen utensil is used most frequently during cooking?,A,A,B,3,object,real-world,edited_with_cuts,20.0,other
InternVL3_5-8B,gain,444,How many types of ingredients in total were added to the black pot during the process of making the ginseng fruit fried rice?,A,A,C,2,object,real-world,edited_with_cuts,15.0,other
InternVL3_5-8B,gain,461,"What is the total number of times cooking ingredients were added to the pot, from when the pressure cooker starts to vent steam until just before the black cauldron is stirred? (The same type of item is counted only once.)",A,A,C,3,action,real-world,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,481,How many times did the small bird flap its wings while struggling in the water until it was captured by the large bird?,A,A,C,1,action,real-world,edited_with_cuts,6.0,other
InternVL3_5-8B,gain,503,How many times in total are charcoal and ash added to the earth mound during the roasting process?,A,A,B,3,action,real-world,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,557,How many times did the scene of only one fish leaping out of the water appear?,A,A,C,2,action,real-world,edited_with_cuts,17.0,other
InternVL3_5-8B,gain,576,"How many different types of animals appear in the video? (If an animal appears more than once, only count it once.)",A,A,C,2,object,real-world,edited_with_cuts,8.0,other
InternVL3_5-8B,gain,677,"How many people are there in total in the picture? If you remove the people wearing glasses, how many are left?",A,A,C,3,object,real-world,edited_with_cuts,11.0,other
InternVL3_5-8B,gain,683,"Indoors, how many different food ingredients did the woman in the striped top touch in total? (Ingredients in the same container are counted as one type).",A,A,C,2,object,real-world,edited_with_cuts,10.0,other
InternVL3_5-8B,gain,710,"Watch the video. In total, how many times do the two birds tuck their beaks into their wing feathers?",A,A,B,3,action,real-world,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,732,How many more saves did the player in the green jersey make than the player in the yellow jersey?,A,A,C,3,event,real-world,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,755,How many times in the video do two penguins with similar actions and visible faces appear at the same time?,A,A,C,3,event,real-world,edited_with_cuts,6.0,other
InternVL3_5-8B,gain,820,How many times did players wearing dark jerseys jump and bump into each other in pairs?,A,A,B,2,action,real-world,edited_with_cuts,9.0,other
InternVL3_5-8B,gain,826,How many backhand shots did this woman hit? (Replays are included in the count),A,A,C,2,action,real-world,edited_with_cuts,6.0,recorded_course_or_ppt
InternVL3_5-8B,gain,863,How many times did the man in camouflage-patterned clothes do a handstand on the white rack?,A,A,B,2,action,real-world,edited_with_cuts,0.0,other
InternVL3_5-8B,gain,899,How many times did the little girl in the video open the door?,A,A,C,2,action,real-world,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,903,"In the video, how many different items did the man in the white short-sleeved shirt take from the woman in the pink short-sleeved shirt?",A,A,B,2,object,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,930,"Specifically, how many different ways were the noodles processed during the cooking process in this video?",A,A,C,2,event,instructional-media,continuous_shot,0.0,other
InternVL3_5-8B,gain,959,"The number of lit lanterns in the video, plus the number of lanterns the woman in red throws onto the snow, what is the total number?",A,A,C,3,object,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,972,How many times in total did the woman in the wedding dress wear earrings in the video?,A,A,C,2,object,instructional-media,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,981,How many times do scenes showing orange letters appear in the video?,A,A,C,1,event,virtual-world,edited_with_cuts,28.0,other
InternVL3_5-8B,gain,1041,"In the video, from the start of the bamboo weaving to the end of the meeting with the team in formal wear in the conference room, how many hand close-up shots (showing only hand movements, not the full person) appeared?",A,A,B,2,event,real-world,edited_with_cuts,8.0,other
InternVL3_5-8B,gain,1067,How many burpees did the man in the video do in total?,A,A,C,1,action,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1095,How many countries and regions are mentioned in the video?,A,A,D,2,event,instructional-media,edited_with_cuts,13.0,other
InternVL3_5-8B,gain,1103,How many works appear in the video?,A,A,C,2,event,real-world,edited_with_cuts,18.0,other
InternVL3_5-8B,gain,1119,What is the growth rate from the minimum to the maximum value in the video frame?,A,A,C,3,object,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1150,How much did the food in this video clip cost in total?,A,A,B,3,event,real-world,edited_with_cuts,16.0,other
InternVL3_5-8B,gain,1152,How much greater is the tensile test result in the video than the standard result?,A,A,C,3,event,instructional-media,edited_with_cuts,8.0,other
InternVL3_5-8B,gain,1164,How many women appear in the background image of the video?,A,A,B,2,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3_5-8B,gain,1183,What kitchen-related smart home products were introduced in the video?,A,A,C,2,object,instructional-media,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,1184,How many times does the ball hit the net in the video?,A,A,C,1,event,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1194,"In the video, how long did it take to get from Xinxiang Station to the Baoquan Tourist Center?",A,A,C,3,event,real-world,edited_with_cuts,6.0,other
InternVL3_5-8B,gain,1203,Approximately how old is the brand owned by the company in the video?,A,A,C,3,event,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,1211,How many people in the video jumped into the water while holding the wooden pole with both hands?,A,A,B,2,action,real-world,edited_with_cuts,12.0,other
InternVL3_5-8B,gain,1229,How many times do the pyramids appear in the video?,A,A,B,1,object,instructional-media,edited_with_cuts,18.0,other
InternVL3_5-8B,gain,1250,How many cuts were made to the fruit in the video? Into how many pieces was it cut?,A,A,C,2,action,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,1265,How many square meters is the area of the pit mentioned in the video?,A,A,B,3,event,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,1289,How old was Jiang Xiaoqing in the video when he went to study at the Chuanshan Academy in Hengyang? How many years was the gap between then and when he became a xiucai?,A,A,C,3,event,instructional-media,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,1290,How many creases does the item made in the video have in total?,A,A,C,1,object,real-world,edited_with_cuts,17.0,other
InternVL3_5-8B,gain,1293,How many scenic spots featuring mainly natural landscapes are shown in the specified video clip?,A,A,B,2,event,real-world,edited_with_cuts,28.0,other
InternVL3_5-8B,gain,1308,How much would it cost to buy one of each product that appears in the video?,A,A,B,3,object,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,1318,How many outfits should be shown in the video?,A,A,C,2,object,real-world,edited_with_cuts,8.0,other
InternVL3_5-8B,gain,1342,What was the province's share of the projects built with Soviet aid?,A,A,C,3,event,instructional-media,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,1347,How many brands were mentioned in the video?,A,A,C,2,event,instructional-media,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,1368,How many photos did the photographer in the video take in total?,A,A,B,3,action,real-world,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,1374,How many different shapes of hats or conical hats appear in the video?,A,A,C,2,object,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,1376,How many backflips did the person in the video do?,A,A,B,1,action,real-world,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,1382,How many must-visit attractions are there in the video?,A,A,C,2,event,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,1447,How many paintings appeared in the video in total?,A,A,C,1,object,instructional-media,edited_with_cuts,5.0,recorded_course_or_ppt
InternVL3_5-8B,gain,1453,How many beautiful scenes are shown in the video?,A,A,B,1,event,real-world,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,1465,I saw the author's fixed deposit certificate in the video. How much money can be retrieved when the deposit matures?,A,A,C,3,object,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,1473,How many book titles did the author introduce in the video?,A,A,B,2,object,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1481,How many different backgrounds were prepared for the model on the set in the video?,A,A,B,2,object,real-world,edited_with_cuts,19.0,other
InternVL3_5-8B,gain,1526,How many times was the light pink bag taken out of the pink suitcase?,A,A,B,2,action,real-world,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,10,How many crowned cranes appeared in the video?,B,B,C,1,object,real-world,continuous_shot,1.0,other
InternVL3_5-8B,gain,89,What is the difference in days between the first and third of the three calendars presented in the video text?,B,B,A,3,object,instructional-media,edited_with_cuts,1.0,recorded_course_or_ppt
InternVL3_5-8B,gain,97,How many open books are shown in the video?,B,B,C,1,object,instructional-media,continuous_shot,0.0,other
InternVL3_5-8B,gain,111,The building in the video has two different types of rooms. What is the difference in the number of these two types of rooms?,B,B,C,3,object,instructional-media,edited_with_cuts,2.0,recorded_course_or_ppt
InternVL3_5-8B,gain,120,How many flips in a row did the man in the video do?,B,B,C,2,action,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,143,How many countries' iconic buildings appeared in the video?,B,B,C,2,object,virtual-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,148,How many boxes did the player draw in the video with five pulls?,B,B,C,2,object,virtual-world,edited_with_cuts,21.0,game_livestream
InternVL3_5-8B,gain,184,How many devices did the man in the video introduce?,B,B,C,2,object,instructional-media,edited_with_cuts,10.0,other
InternVL3_5-8B,gain,201,"In the specified video clip, how many times in total did the man sprinkle the powdery substance onto the snack?",B,B,C,2,action,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,248,How many arms does the sixth starfish in the video have?,B,B,C,2,object,real-world,edited_with_cuts,9.0,other
InternVL3_5-8B,gain,257,At what age did the person mentioned in this video move to Paris?,B,B,C,2,event,real-world,edited_with_cuts,27.0,recorded_course_or_ppt
InternVL3_5-8B,gain,292,How many steps of this Intangible Cultural Heritage are mentioned in the video?,B,B,C,2,event,instructional-media,edited_with_cuts,12.0,other
InternVL3_5-8B,gain,356,"For the players on the team wearing black jerseys, which goal celebration occurred most frequently?",B,B,C,3,event,real-world,edited_with_cuts,11.0,other
InternVL3_5-8B,gain,392,How many cuts in total did the old person in red clothes make when cutting the tofu?,B,B,C,2,action,real-world,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,394,What is the sum of the number of times the old man in red scooped soil out of the box and the number of times he scooped soil out of the bucket?,B,B,C,3,action,real-world,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,488,"Which value is the greatest: the number of times the woman rolls the dough into a flatbread, the number of times she flips the flatbread in her hands before putting it in the oil pan, or the number of times she touches it with tongs after it is in the pan and bubbles have appeared? (Taking the flatbread out with the tongs does not count as touching it.)",B,B,C,3,action,real-world,edited_with_cuts,7.0,other
InternVL3_5-8B,gain,498,How many steps did the woman in the video take in the process of making the handicraft?,B,B,C,2,event,real-world,edited_with_cuts,,
InternVL3_5-8B,gain,581,"During the cooking process, at which step are powdered seasonings added?",B,B,C,3,event,real-world,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,588,"In the video, how many liquid seasonings in total were added to the pot, besides water?",B,B,C,2,event,real-world,edited_with_cuts,7.0,other
InternVL3_5-8B,gain,602,How many kinds of seasonings and side dishes in total are added in this beef cooking video?,B,B,C,3,object,real-world,edited_with_cuts,8.0,other
InternVL3_5-8B,gain,605,How many times does the woman in the white jacket appear in the full video?,B,B,C,2,object,real-world,edited_with_cuts,16.0,other
InternVL3_5-8B,gain,637,How many baby crocodiles are poking their heads out of the sand in the video?,B,B,D,2,object,real-world,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,688,"A winged insect is gnawing on an egg mass containing white larvae, during which several larvae break free and eventually fall into the water?",B,B,C,2,action,real-world,edited_with_cuts,7.0,other
InternVL3_5-8B,gain,702,How many ingredients did the woman add to the golden bowl while making the food?,B,B,A,2,object,real-world,edited_with_cuts,6.0,other
InternVL3_5-8B,gain,713,"In the video, how many balls did the female athlete wearing dark blue sportswear hit but fail to get over the net?",B,B,C,2,event,real-world,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,735,How many minor children in the video received red cylindrical objects after hitting the badminton shuttlecock?,B,B,C,2,event,real-world,edited_with_cuts,9.0,other
InternVL3_5-8B,gain,773,How many times in total did the person in front of the goal practice making saves?,B,B,C,2,action,real-world,edited_with_cuts,7.0,other
InternVL3_5-8B,gain,837,"How many times in total did the woman, wearing a traditional costume and a headband strung with red and blue gems, lift her right leg while jumping on the bamboo pole?",B,B,C,2,action,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,852,How many times as often was the red silk ribbon grabbed by the male performers as by the female performers?,B,B,C,3,action,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,861,How many times does the woman in blue and white clothing hang upside down from the purple hoop with her legs together?,B,B,C,2,action,real-world,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,907,How many times does a serving motion appear in the video?,B,B,C,1,action,real-world,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,913,How many enemy heroes did the blue team kill in total in the video clip?,B,B,C,3,event,virtual-world,edited_with_cuts,3.0,game_livestream
InternVL3_5-8B,gain,937,What is the total number of metal boxes and potted plants in the video?,B,B,C,3,object,real-world,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,939,How many kinds of food appear in the video?,B,B,C,2,object,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,943,How many times does the video show a woman combing her hair from top to bottom with a white wooden comb?,B,B,C,2,action,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,963,The number of items held by the short-haired woman in the video changes. What is the product of the maximum and minimum number of items she holds?,B,B,C,3,object,instructional-media,edited_with_cuts,2.0,other
InternVL3_5-8B,gain,979,How many times in the video is there a shot of a runner falling and getting back up?,B,B,C,2,event,real-world,edited_with_cuts,25.0,other
InternVL3_5-8B,gain,1032,"In the video, figures representing different professions appear in sequence, accompanied by the presentation of the ""新"" (xīn) logo. Among all the professional figures shown, how many times does the ""新"" (xīn) logo appear in total?",B,B,C,2,event,instructional-media,edited_with_cuts,10.0,other
InternVL3_5-8B,gain,1131,How many women in white wedding dresses are in the video?,B,B,C,2,object,real-world,edited_with_cuts,26.0,other
InternVL3_5-8B,gain,1166,How many types of human organ transplants appeared in the video?,B,B,A,2,object,instructional-media,edited_with_cuts,6.0,other
InternVL3_5-8B,gain,1176,What is the approximate difference in kilometers between the lengths of the longest rivers of the two countries introduced in the video?,B,B,C,3,object,instructional-media,edited_with_cuts,6.0,recorded_course_or_ppt
InternVL3_5-8B,gain,1239,How many Southwest Associated University general education course books are in the video?,B,B,A,2,object,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1264,How many times did tomatoes appear in the video?,B,B,A,2,object,instructional-media,edited_with_cuts,6.0,other
InternVL3_5-8B,gain,1272,How many shells in total were fired in the video?,B,B,C,2,action,instructional-media,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,1299,Approximately how much would it cost in RMB to purchase the headphones in the video? (Exchange rate: 1 USD ≈ 7.1859 RMB),B,B,A,3,event,instructional-media,edited_with_cuts,1.0,other
InternVL3_5-8B,gain,1310,How many figures are displayed in the cabinet in the video in total? How many of them belong to the Gundam series?,B,B,C,2,object,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1330,What is the annual interest rate of the silver borrowed by Scholar Dou in the video?,B,B,C,3,event,real-world,continuous_shot,0.0,recorded_course_or_ppt
InternVL3_5-8B,gain,1349,How many flags are on the back of the person in the video?,B,B,C,1,object,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1352,How many times in total did numbers appear in the center of the video?,B,B,C,1,event,instructional-media,edited_with_cuts,16.0,other
InternVL3_5-8B,gain,1355,How many departments organized the event in the video?,B,B,C,2,event,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1371,How many properties of the materials are mentioned in the video?,B,B,C,2,event,instructional-media,edited_with_cuts,4.0,other
InternVL3_5-8B,gain,1401,"After the historical turning point mentioned in the video, how was the average land area required for each person's life improved?",B,B,C,3,event,instructional-media,edited_with_cuts,3.0,other
InternVL3_5-8B,gain,1450,"If the boy mentioned in the video had not died from the illness, how old would he be this year under normal circumstances?",B,B,C,3,event,instructional-media,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,1461,How many home brands appeared in the video?,B,B,C,2,event,instructional-media,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,1466,How many international air routes are mentioned in the video?,B,B,C,2,event,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1470,How many times did the woman in the video tap the card in her hand with her finger?,B,B,C,2,action,real-world,edited_with_cuts,26.0,other
InternVL3_5-8B,gain,1485,How many times did the cat in the video hit the lid?,B,B,C,1,action,real-world,continuous_shot,0.0,other
InternVL3_5-8B,gain,1499,How many items of clothing are shown in the video? (excluding hats),B,B,C,3,object,real-world,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,1532,How many animal species are shown in the video?,B,B,A,2,object,real-world,edited_with_cuts,5.0,other
InternVL3_5-8B,gain,50,"In this video clip, how many more black bags are there than bags of other colors?",C,C,B,3,object,real-world,edited_with_cuts,10.0,other
